char,pinyin_main,strokes_modern,radical,structure,wubi
眨,zhǎ,9,目,左右,htp
矜,jīn,9,矛,左右,cbtn
矧,shěn,9,矢,左右,tdxh
矩,jǔ,9,矢,左右,tda
砂,shā,9,石,左右,di
砄,jué,9,石,独体,dnwy
砆,fū,9,石,独体,dfwy
砉,huā,9,石,上下,dhdf
砌,qì,9,石,左右,dav
砍,kǎn,9,石,左右,dqw
砑,yà,9,石,左右,dah
砒,pī,9,石,左右,dxx
研,yán,9,石,左右,dga
砖,zhuān,9,石,左右,dfny
砗,chē,9,石,左右,dlh
砘,dùn,9,石,左右,dgb
砚,yàn,9,石,左右,dmq
砜,fēnɡ,9,石,左右,dmqy
砭,biān,9,石,左右,dtp
硇,náo,9,石,左右,dtl
硔,hónɡ,9,石,独体,dawy
碶,qì,9,石,独体,ddhd
磡,kàn,9,石,左右,dadl
祏,shí,9,礻,独体,pydg
祐,yòu,9,礻,左右,pydk
祓,fú,9,礻,左右,pydc
祕,mì,9,礻,左右,pynt
祖,zǔ,9,礻,左右,pye
祗,zhī,9,礻,左右,pyqy
祚,zuò,9,礻,左右,pyt
祛,qū,9,礻,左右,pyfc
祜,hù,9,礻,左右,pydg
祝,zhù,9,礻,左右,pyk
神,shén,9,礻,左右,pyj
祠,cí,9,礻,左右,pynk
祢,mí,9,礻,左右,pyq
禒,xiǎn,9,礻,独体,pyxe
禹,yǔ,9,忄,独体,tkm
禺,yú,9,忄,左右,jmhy
秋,qiū,9,禾,左右,to
种,zhǒnɡ,9,禾,左右,tkh
科,kē,9,禾,左右,tu
秒,miǎo,9,禾,左右,ti
秕,bǐ,9,禾,左右,txx
秭,zǐ,9,禾,左右,ttnt
穿,chuān,9,穴,上下,pwat
窀,zhūn,9,穴,上下,pwgn
突,tū,9,穴,上下,pwd
窃,qiè,9,穴,上下,pwav
窊,wā,9,穴,独体,pwry
竑,hónɡ,9,立,左右,udcy
竖,shù,9,立,上下,jcu
竽,yú,9,竹,上下,tgf
竿,ɡān,9,竹,上下,tfj
笃,dǔ,9,竹,上下,tcf
笈,jí,9,竹,上下,teyu
笯,nú,9,竹,独体,tvcu
筥,jǔ,9,竹,独体,tkkf
箖,lín,9,竹,独体,tssu
类,lèi,9,米,上下,od
籼,xiān,9,米,左右,omh
籽,zǐ,9,米,左右,ob
纮,hónɡ,9,纟,独体,xdcy
绑,bǎnɡ,9,纟,左右,xdt
绒,rónɡ,9,纟,左右,xad
结,jié,9,纟,左右,xf
绔,kù,9,纟,左右,xdf
绕,rào,9,纟,左右,xat
绗,hánɡ,9,纟,左右,xtfh
绘,huì,9,纟,左右,xwf
给,ɡěi,9,纟,左右,xw
绚,xuàn,9,纟,左右,xqj
绛,jiànɡ,9,纟,左右,xtah
络,luò,9,纟,左右,xtk
绝,jué,9,纟,左右,xqc
绞,jiǎo,9,纟,左右,xuq
统,tǒnɡ,9,纟,左右,xyc
缸,ɡānɡ,9,缶,左右,rma
罘,fú,9,罒,上下,lgi
罚,fá,9,罒,上下,ly
美,měi,9,羊,上下,ugdu
羑,yǒu,9,羊,独体,ugqy
羿,yì,9,羽,上下,naj
翂,fēn,9,羽,独体,nwvn
翃,hónɡ,9,羽,左右,dcng
翈,xiá,9,羽,独体,lng
翚,huī,9,羽,上下,nplj
耇,gǒu,9,老,独体,ftqk
耍,shuǎ,9,而,上下,dmjv
耏,nài,9,而,独体,dmje
耐,nai,9,而,左右,dmjf
耑,duān,9,而,上下,mdmj
耔,zǐ,9,耒,左右,dib
耷,dā,9,耳,上下,dbf
胂,shèn,9,月,左右,ejhh
胃,wèi,9,月,上下,le
胄,zhòu,9,月,上下,mef
胆,dǎn,9,月,左右,ej
胈,bá,9,月,独体,edcy
背,bèi,9,月,上下,uxe
胍,ɡuā,9,月,左右,erc
胎,tāi,9,月,左右,eck
胖,pànɡ,9,月,左右,euf
胗,zhēn,9,月,左右,ewe
胙,zuò,9,月,左右,eth
胚,pēi,9,月,左右,egi
胛,jiǎ,9,月,左右,elh
胜,shènɡ,9,月,左右,etg
胝,zhī,9,月,左右,eqa
胞,bāo,9,月,左右,eqn
胡,hú,9,月,左右,de
胣,rǔ,9,肉,独体,etbn
胤,yìn,9,月,左右,txen
胥,xū,9,月,上下,nhe
胧,lónɡ,9,月,左右,edx
胨,dònɡ,9,月,左右,eai
胩,kǎ,9,月,左右,ehh
胪,lú,9,月,左右,ehnt
胫,jìnɡ,9,月,左右,eca
脉,mài,9,月,左右,eyni
舁,yú,9,臼,上下,vaj
舐,shì,9,舌,左右,tdqa
舠,dāo,9,舟,独体,tevn
舢,shān,9,舟,左右,temh
舣,yǐ,9,舟,左右,teyq
艎,huánɡ,9,舟,左右,terg
苉,tiáo,9,艹,独体,aaqb
茈,zǐ,9,艹,上下,ahx
茗,mínɡ,9,艹,上下,aqkf
茛,ɡèn,9,艹,上下,ave
茜,qiàn,9,艹,上下,asf
茧,jiǎn,9,艹,上下,aju
茨,cí,9,艹,上下,auqw
茫,mánɡ,9,艹,上下,aiy
茬,chá,9,艹,上下,adhf
茭,jiāo,9,艹,上下,auqu
茯,fú,9,艹,上下,awd
茱,zhū,9,艹,上下,ari
茳,jiānɡ,9,艹,上下,aia
茴,huí,9,艹,上下,alkf
茵,yīn,9,艹,上下,ald
茶,chá,9,艹,上下,aws
茸,rónɡ,9,艹,上下,abf
茹,rú,9,艹,上下,avk
茺,chōnɡ,9,艹,上下,ayc
茼,tónɡ,9,艹,上下,amg
荀,xún,9,艹,上下,aqj
荁,huán,9,艹,独体,agjg
荃,quán,9,艹,上下,awgf
荄,gāi,9,艹,独体,aynw
荆,jīnɡ,9,艹,左右,aga
荇,xìnɡ,9,艹,上下,atfh
草,cǎo,9,艹,上下,ajj
荏,rěn,9,艹,上下,awtf
荐,jiàn,9,艹,上下,adh
荑,yí,9,艹,左右,agx
荒,huānɡ,9,艹,上下,aynq
荓,píng,9,艹,独体,auaj
荔,lì,9,艹,上下,all
荖,lǎo,9,艹,独体,aftx
荙,dá,9,艹,独体,adpu
荚,jiá,9,艹,上下,aguw
荛,ráo,9,艹,上下,aat
荜,bì,9,艹,上下,axxf
荞,qiáo,9,艹,上下,atdj
荟,huì,9,艹,上下,awfc
荠,qí,9,艹,上下,ayjj
荡,dànɡ,9,艹,上下,ain
荣,rónɡ,9,艹,上下,aps
荤,hūn,9,艹,上下,aplj
荥,yínɡ,9,艹,上下,api
荦,luò,9,艹,上下,apr
荧,yínɡ,9,艹,上下,apo
荨,qián,9,艹,上下,avf
荩,jìn,9,艹,上下,anyu
荪,sūn,9,艹,上下,abiu
荫,yīn,9,艹,上下,abe
荬,mǎi,9,艹,上下,anud
荭,hónɡ,9,艹,上下,axa
荮,zhòu,9,艹,上下,axf
药,yào,9,艹,上下,ax
莒,jǔ,9,艹,上下,akkf
莙,jūn,9,艹,独体,avtk
莛,tínɡ,9,艹,上下,atfp
莝,yú,9,艹,独体,awwf
葖,tū,9,艹,独体,apwd
虐,nüè,9,虍,包围,haa
虷,hán,9,虫,独体,jfh
虸,zǐ,9,虫,独体,jbg
虹,hónɡ,9,虫,左右,ja
虺,huī,9,虫,包围,gqji
虻,ménɡ,9,虫,左右,jyn
虼,ɡè,9,虫,左右,jtn
虽,suī,9,虫,上下,kj
虾,xiā,9,虫,左右,jghy
虿,chài,9,虫,上下,dnju
蚀,shí,9,虫,左右,qnj
蚁,yǐ,9,虫,左右,jyq
蚂,mǎ,9,虫,左右,jcg
蚤,zǎo,9,虫,上下,cyj
衃,pēi,9,血,独体,tlgi
衍,yǎn,9,行,左右,tif
衲,nà,9,衤,左右,pumw
衽,rèn,9,衤,左右,putf
衿,jīn,9,衤,左右,puwn
袂,mèi,9,衤,左右,pun
袄,ǎo,9,衤,左右,put
袆,huī,9,衤,独体,pufh
要,yào,9,覀,上下,s
觇,chān,9,见,左右,hkm
览,lǎn,9,见,上下,jtyq
觉,jué,9,见,上下,ipmq
訇,hōnɡ,9,言,包围,qyd
诫,jiè,9,讠,左右,yaah
诬,wū,9,讠,左右,yaw
语,yǔ,9,讠,左右,ygk
诮,qiào,9,讠,左右,yie
误,wù,9,讠,左右,ykg
诰,ɡào,9,讠,左右,ytfk
诱,yòu,9,讠,左右,yte
诲,huì,9,讠,左右,ytx
诳,kuánɡ,9,讠,左右,yqt
说,shuō,9,讠,左右,yu
诵,sònɡ,9,讠,左右,yceh
贰,èr,9,贝,包围,afm
贱,jiàn,9,贝,左右,mgt
贲,bēn,9,贝,上下,fam
贳,shì,9,贝,上下,anm
贴,tiē,9,贝,左右,mhkg
贵,ɡuì,9,贝,上下,khgm
贶,kuànɡ,9,贝,左右,mkq
贷,dài,9,贝,上下,wam
贸,mào,9,贝,上下,qyv
费,fèi,9,贝,上下,xjm
贺,hè,9,贝,上下,lkm
贻,yí,9,贝,左右,mck
赳,jiū,9,走,包围,fhnh
赴,fù,9,走,包围,fhh
赵,zhào,9,走,包围,fhq
趴,pā,9,足,左右,khw
溍,jìn,10,氵,独体,igoj
溵,yīn,10,氵,独体,irvc
漻,ɡuó,10,氵,独体,inwe
潽,pū,10,氵,左右,iuoj
澴,huán,10,氵,独体,ilge
瀔,qián,10,氵,独体,ifpc
烈,liè,10,灬,上下,gqjo
烊,yánɡ,10,火,左右,oud
烔,dònɡ,10,火,独体,omgk
烘,hōnɡ,10,火,左右,oaw
烙,lào,10,火,左右,otk
烛,zhú,10,火,左右,oj
烜,huǐ,10,火,左右,ogjg
烝,zhēng,10,灬,上下,bigo
烟,yān,10,火,左右,ol
烠,huí,10,火,独体,odeg
烤,kǎo,10,火,左右,oft
烦,fán,10,火,左右,odm
烧,shāo,10,火,左右,oat
烨,yè,10,火,左右,owx
烩,huì,10,火,左右,owf
烫,tànɡ,10,火,上下,inro
烬,jìn,10,火,左右,ony
热,rè,10,灬,上下,rvyo
烶,tǐng,10,火,独体,otfp
烻,yàn,10,火,独体,othp
爱,ài,10,爫,上下,ep
爹,diē,10,父,上下,wqqq
特,tè,10,牜,左右,trf
牺,xī,10,牜,左右,trs
狳,yú,10,犭,左右,qtwt
狴,bì,10,犭,上下,qtxf
狷,juàn,10,犭,左右,qtke
狸,lí,10,犭,左右,qtjf
狺,yín,10,犭,左右,qtyg
狻,suān,10,犭,左右,qtct
狼,lánɡ,10,犭,左右,qty
猁,lì,10,犭,左右,qtt
猃,xiǎn,10,犭,左右,qtwi
玺,xǐ,10,玉,上下,qig
珋,liǔ,10,王,独体,gqtb
珕,lì,10,王,独体,glll
珙,ɡǒnɡ,10,王,左右,gaw
珞,luò,10,王,左右,gtk
珠,zhū,10,王,左右,gr
珢,yín,10,王,独体,gvey
珣,xún,10,王,左右,gqjg
珥,ěr,10,王,左右,gbg
珧,yáo,10,王,左右,giq
珩,hénɡ,10,王,左右,gtf
珪,guī,10,王,左右,gffg
班,bān,10,王,左右,gyt
珲,huī,10,王,左右,gpl
珹,chéng,10,王,独体,gdnt
珽,tǐng,10,王,左右,gtfp
琊,yá,10,王,左右,gahb
琫,tǐnɡ,10,王,独体,gdwh
瑨,jìn,10,王,独体,ggoj
瑬,liú,10,王,独体,iycy
瓞,dié,10,瓜,左右,rcyw
瓶,pínɡ,10,瓦,左右,uag
瓷,cí,10,瓦,上下,uqwn
畔,pàn,10,田,左右,luf
留,liú,10,田,上下,qyvl
畚,běn,10,田,上下,cdl
畛,zhěn,10,田,左右,lwet
畜,chù,10,田,上下,yxl
畯,jùn,10,田,独体,lcwt
疁,liú,10,田,独体,lnwe
疍,dàn,10,疋,上下,nhjg
疰,zhù,10,疒,包围,uygd
疱,pào,10,疒,包围,uqn
疲,pí,10,疒,包围,uhc
疳,ɡān,10,疒,包围,uaf
疴,kē,10,疒,包围,uskd
疸,da,10,疒,包围,ujg
疹,zhěn,10,疒,包围,uwe
疼,ténɡ,10,疒,包围,utu
疽,jū,10,疒,包围,ueg
疾,jí,10,疒,包围,utd
痂,jiā,10,疒,包围,ulkd
痃,xuán,10,疒,包围,uyx
痄,zhà,10,疒,包围,uthf
病,bìnɡ,10,疒,包围,ugm
症,zhènɡ,10,疒,包围,ugh
痈,yōnɡ,10,疒,包围,uek
痉,jìnɡ,10,疒,包围,uca
皋,ɡāo,10,白,上下,rdfj
皞,hào,10,白,独体,rrdf
皭,jiào,10,白,独体,relf
皱,zhòu,10,皮,左右,qvhc
盉,hé,10,皿,独体,tlf
益,yì,10,皿,上下,uwl
盍,hé,10,皿,上下,fclf
盎,ànɡ,10,皿,上下,mdl
盏,zhǎn,10,皿,上下,glf
盐,yán,10,皿,上下,fhl
监,jiān,10,皿,上下,jtyl
眙,yí,10,目,左右,hck
眚,shěnɡ,10,目,上下,tghf
真,zhēn,10,目,上下,fhw
眠,mián,10,目,左右,hna
眢,yuān,10,目,上下,qbhf
眩,xuàn,10,目,左右,hy
睎,xī,10,目,独体,hqdh
砝,fǎ,10,石,左右,dfcy
砟,zhǎ,10,石,左右,dth
砠,jū,10,石,独体,degg
砣,tuó,10,石,左右,dpx
砥,dǐ,10,石,左右,dqay
砧,zhēn,10,石,左右,dhkg
砬,lá,10,石,左右,dug
砰,pēnɡ,10,石,左右,dgu
破,pò,10,石,左右,dhc
砷,shēn,10,石,左右,djh
砸,zá,10,石,左右,damh
砹,ài,10,石,左右,daqy
砺,lì,10,石,左右,dddn
砻,lónɡ,10,石,上下,dxd
砼,tónɡ,10,石,左右,dwa
砾,lì,10,石,左右,dqi
础,chǔ,10,石,左右,dbm
硚,qiáo,10,石,左右,dtdj
祟,suì,10,示,上下,bmf
祥,xiánɡ,10,礻,左右,pyu
祧,tiāo,10,礻,左右,pyiq
祯,zhēn,10,礻,左右,pyhm
祲,jìn,10,礻,独体,pyvc
禋,yīn,10,礻,独体,pysf
离,lí,10,忄,上下,yb
秘,mì,10,禾,左右,tn
租,zū,10,禾,左右,teg
秣,mò,10,禾,左右,tgs
秤,chènɡ,10,禾,左右,tgu
秦,qín,10,禾,上下,dwt
秧,yānɡ,10,禾,左右,tmdy
秩,zhì,10,禾,左右,trw
秫,shú,10,禾,左右,tsy
积,jī,10,禾,左右,tkw
称,chēnɡ,10,禾,左右,tq
秾,nónɡ,10,禾,独体,tpey
窄,zhǎi,10,穴,上下,pwtf
窅,yǎo,10,穴,上下,pwhf
窈,yǎo,10,穴,上下,pwxl
窍,qiào,10,穴,上下,pwan
站,zhàn,10,立,左右,uh
竞,jìnɡ,10,立,上下,ukqb
笄,jī,10,竹,上下,tgaj
笆,bā,10,竹,上下,tcb
笊,zhào,10,竹,上下,trhy
笋,sǔn,10,竹,上下,tvt
笏,hù,10,竹,上下,tqr
笑,xiào,10,竹,上下,ttd
笔,bǐ,10,竹,上下,tt
笕,jiǎn,10,竹,上下,tmqb
笫,zǐ,10,竹,上下,ttnt
粉,fěn,10,米,左右,ow
粑,bā,10,米,左右,ocn
糵,niè,10,米,独体,awno
紊,wěn,10,糸,上下,yxiu
素,sù,10,糸,上下,gxi
索,suǒ,10,糸,上下,fpx
紧,jǐn,10,糸,上下,jc
绠,ɡěnɡ,10,纟,左右,xgj
绡,xiāo,10,纟,左右,xie
绢,juàn,10,纟,左右,xke
绣,xiù,10,纟,左右,xten
绥,suí,10,纟,左右,xev
绦,tāo,10,纟,左右,xts
继,jì,10,纟,左右,xo
绨,tí,10,纟,左右,xuxt
绹,táo,10,纟,独体,xqrm
缺,quē,10,缶,左右,rmn
罟,ɡǔ,10,罒,上下,ldf
罡,ɡānɡ,10,罒,上下,lgh
罢,bà,10,罒,上下,lfc
羔,ɡāo,10,灬,上下,ugo
羕,yànɡ,10,羊,上下,ugyi
羞,xiū,10,羊,上下,udn
翀,chōnɡ,10,羽,左右,nkhh
翁,wēnɡ,10,羽,上下,wcn
翅,chì,10,羽,包围,fcn
耄,mào,10,聅,上下,ftxn
耆,qí,10,聅,上下,ftxj
耕,ɡēnɡ,10,耒,左右,dif
耖,chào,10,耒,左右,diit
耗,hào,10,耒,左右,ditn
耘,yún,10,耒,左右,difc
耙,pá,10,耒,左右,dic
耸,sǒnɡ,10,耳,上下,wwb
耻,chǐ,10,耳,左右,bh
耽,dān,10,耳,左右,bpq
耿,ɡěnɡ,10,耳,左右,bo
聂,niè,10,耳,上下,bcc
胭,yān,10,月,左右,eld
胯,kuà,10,月,左右,edf
胰,yí,10,月,左右,egx
胱,ɡuānɡ,10,月,左右,eiq
胲,hǎi,10,月,左右,eynw
胳,ɡē,10,月,左右,etk
胴,dònɡ,10,月,左右,emg
胶,jiāo,10,月,左右,eu
胸,xiōnɡ,10,月,左右,eq
胺,àn,10,月,左右,epv
胼,pián,10,月,左右,eua
能,nénɡ,10,月,左右,ce
脂,zhī,10,月,左右,ex
脆,cuì,10,月,左右,eqd
脊,jǐ,10,月,上下,iwe
脍,kuài,10,月,左右,ewf
脎,sà,10,月,左右,eqs
脏,zānɡ,10,月,左右,eyf
脐,qí,10,月,左右,eyj
脑,nǎo,10,月,左右,eyb
脒,mǐ,10,月,左右,eoy
脓,nónɡ,10,月,左右,epe
脩,yǒu,10,月,左右,whte
臬,niè,10,自,上下,ths
臭,chòu,10,自,上下,thdu
致,zhì,10,至,左右,gcft
舀,yǎo,10,臼,上下,evf
航,hánɡ,10,舟,左右,tey
舫,fǎnɡ,10,舟,左右,teyn
般,bān,10,舟,左右,tem
舭,bǐ,10,舟,左右,tex
舯,zhōnɡ,10,舟,左右,tek
舰,jiàn,10,舟,左右,temq
舱,cānɡ,10,舟,左右,tew
艳,yàn,10,色,左右,dhq
茝,zhǐ,10,艹,独体,aahh
茽,zhònɡ,10,艹,独体,awkh
荷,hé,10,艹,上下,awsk
荸,bí,10,艹,上下,afpb
荻,dí,10,艹,上下,aqto
荼,tú,10,艹,上下,awt
荽,suī,10,艹,上下,aev
莅,lì,10,艹,上下,awuf
莆,pú,10,艹,上下,age
莉,lì,10,艹,上下,atj
莎,shā,10,艹,上下,aiit
莓,méi,10,艹,上下,atx
莘,shēn,10,艹,上下,auj
莜,yóu,10,艹,上下,awh
莞,wǎn,10,艹,上下,apfq
莠,yǒu,10,艹,上下,ate
莨,lànɡ,10,艹,上下,ayv
莩,piǎo,10,艹,上下,aebf
莪,é,10,艹,上下,atr
莫,mò,10,艹,上下,ajd
莰,kǎn,10,艹,上下,afqw
莱,lái,10,艹,上下,ago
莲,lián,10,艹,上下,alp
莳,shí,10,艹,上下,ajfu
莴,wō,10,艹,上下,akm
莶,xiān,10,艹,上下,awgi
获,huò,10,艹,上下,aqt
莸,yóu,10,艹,上下,aqtn
莹,yínɡ,10,艹,上下,apgy
莺,yīnɡ,10,艹,上下,apq
莼,chún,10,艹,上下,axg
莽,mǎnɡ,10,艹,上下,ada
菂,dì,10,艹,上下,arqy
萳,nán,10,艹,独体,afmf
蒱,xuē,10,艹,独体,argy
蒻,yīn,10,艹,上下,axuu
蓇,quē,10,艹,独体,amef
蓢,lǎnɡ,10,艹,上下,ayve
薿,nǐ,10,艹,独体,axth
虑,lǜ,10,虍,包围,han
虒,sī,10,虎,包围,rham
虓,xiāo,10,虍,独体,vham
虔,qián,10,虍,包围,hay
蚄,fāng,10,虫,独体,jyn
蚆,bā,10,虫,独体,jcn
蚊,wén,10,虫,左右,jyy
蚋,ruì,10,虫,左右,jmw
蚌,bànɡ,10,虫,左右,jdh
蚍,pí,10,虫,左右,jxxn
蚓,yǐn,10,虫,左右,jxh
蚕,cán,10,虫,上下,gdj
蚜,yá,10,虫,左右,jah
蚝,háo,10,虫,左右,jtf
蚣,ɡōnɡ,10,虫,左右,jwc
蚧,jiè,10,虫,左右,jwj
蚨,fú,10,虫,左右,jfw
蚩,chī,10,虫,上下,bhgj
蚪,dǒu,10,虫,左右,jufh
蚬,xiǎn,10,虫,左右,jmq
蠋,zhú,10,虫,独体,jlqj
衄,nǜ,10,血,左右,tlnf
衒,xuàn,10,行,独体,tyxh
衠,zhūn,10,行,独体,tfhh
衮,ɡǔn,10,衣,上下,uceu
衰,shuāi,10,衣,上下,ykge
衷,zhōnɡ,10,衣,上下,ykhe
衾,qīn,10,衣,上下,wyne
袁,yuán,10,衣,上下,fke
袅,niǎo,10,衣,上下,qyne
袍,páo,10,衤,左右,puq
袒,tǎn,10,衤,左右,pujg
袖,xiù,10,衤,左右,pum
袗,zhěn,10,衤,独体,puwe
袜,wà,10,衤,左右,pug
袢,pàn,10,衤,左右,puu
被,bèi,10,衤,左右,puhc
袯,bó,10,衤,左右,puny
褯,jiè,10,衤,独体,puyh
觊,jì,10,见,左右,mnmq
觟,pǎnɡ,10,角,独体,qeff
请,qǐnɡ,10,讠,左右,yge
诸,zhū,10,讠,左右,yft
诹,zōu,10,讠,左右,ybc
诺,nuò,10,讠,左右,yad
读,dú,10,讠,左右,yfn
诼,zhuó,10,讠,左右,yey
诽,fěi,10,讠,左右,ydj
课,kè,10,讠,左右,yjs
诿,wěi,10,讠,左右,ytv
谀,yú,10,讠,左右,yvwy
谁,shuí,10,讠,左右,ywyg
谂,shěn,10,讠,左右,ywyn
调,diào,10,讠,左右,ymf
谄,chǎn,10,讠,左右,yqv
谅,liànɡ,10,讠,左右,yyi
谆,zhūn,10,讠,左右,yybg
谇,suì,10,讠,左右,yyw
谈,tán,10,讠,左右,yoo
谊,yì,10,讠,左右,ype
豇,jiānɡ,10,豆,左右,gkua
豹,bào,10,豸,左右,eeqy
豺,chái,10,豸,左右,eef
贼,zéi,10,贝,左右,madt
贽,zhì,10,贝,上下,rvym
贾,jiǎ,10,贝,上下,smu
贿,huì,10,贝,左右,mde
赀,zī,10,贝,上下,hxm
赁,lìn,10,贝,上下,wtfm
赂,lù,10,贝,左右,mtk
赃,zānɡ,10,贝,左右,myf
资,zī,10,贝,上下,uqwm
赅,ɡāi,10,贝,左右,myn
赆,jìn,10,贝,左右,mny
赶,ɡǎn,10,走,包围,fhfk
起,qǐ,10,走,包围,fhn
趵,bō,10,足,左右,khqy
趸,dǔn,10,足,上下,dnk
趿,tā,10,足,左右,khey
踶,bù,10,足,左右,khjh
湴,bàn,11,氵,左右,iuog
溁,yínɡ,11,氵,独体,iaps
滧,xiào,11,氵,独体,iuqt
漹,yān,11,氵,独体,igho
瀱,jì,11,氵,独体,ildj
灈,qú,11,氵,独体,ihhy
烯,xī,11,火,左右,oqd
烷,wán,11,火,左右,opf
烹,pēnɡ,11,灬,上下,ybo
烺,lǎng,11,火,独体,oyve
烽,fēnɡ,11,火,左右,ot
焆,jué,11,火,独体,okeg
焉,yān,11,灬,上下,ghg
焊,hàn,11,火,左右,ojf
焐,wù,11,火,左右,ogk
焓,hán,11,火,左右,owy
焕,huàn,11,火,左右,oqm
焖,mèn,11,火,左右,oun
焘,tāo,11,灬,上下,dtfo
煃,kuǐ,11,火,独体,odff
煟,wèi,11,火,独体,oleg
燊,shēn,11,火,左右,ooos
爔,xié,11,火,独体,ougt
爽,shuǎnɡ,11,爻,独体,dqq
牾,wǔ,11,牜,左右,trgk
牿,ɡù,11,牜,左右,trtk
犁,lí,11,牛,上下,tjr
猄,jīng,11,犭,独体,qtyi
猇,xiāo,11,犭,左右,qthm
猊,ní,11,犭,左右,qtvq
猎,liè,11,犭,左右,qta
猕,mí,11,犭,左右,qtxi
猖,chānɡ,11,犭,左右,qtjj
猗,yī,11,犭,左右,qtdk
猛,měnɡ,11,犭,左右,qtbl
猜,cāi,11,犭,左右,qtge
猝,cù,11,犭,左右,qtyf
猞,shē,11,犭,左右,qtwk
猡,luó,11,犭,左右,qtlq
猪,zhū,11,犭,左右,qtfj
猫,māo,11,犭,左右,qtal
率,lǜ,11,玄,上下,yx
珇,jù,11,王,独体,gegg
珵,chéng,11,王,左右,gkgg
珸,wú,11,王,独体,ggkg
珺,jùn,11,王,左右,gvtk
琀,hán,11,王,独体,gwyk
球,qiú,11,王,左右,gfi
琄,xuàn,11,王,独体,gkeg
琅,lánɡ,11,王,左右,gyv
理,lǐ,11,王,左右,gj
琇,xiù,11,王,左右,gten
琈,fú,11,王,独体,gebg
琉,liú,11,王,左右,gyc
琎,jìn,11,王,左右,gfjp
琏,liǎn,11,王,左右,glp
琐,suǒ,11,王,左右,gim
琤,jùn,11,王,独体,gqvh
瑆,zhǎn,11,王,独体,gjtg
璬,jiǎo,11,王,独体,gryt
瓠,hù,11,瓜,左右,dfny
瓻,chī,11,瓦,独体,qdmn
甜,tián,11,甘,左右,tdaf
畤,zhì,11,田,独体,lffy
略,lüè,11,田,左右,ltk
畦,qí,11,田,左右,lff
疵,cī,11,疒,包围,uhx
痊,quán,11,疒,包围,uwg
痍,yí,11,疒,包围,ugxw
痒,yǎnɡ,11,疒,包围,uud
痔,zhì,11,疒,包围,uffi
痕,hén,11,疒,包围,uve
皎,jiǎo,11,白,左右,ruq
皑,ái,11,白,左右,rmnn
皦,jiǎo,11,白,左右,rryt
皲,jūn,11,皮,左右,plh
盒,hé,11,皿,上下,wgkl
盔,kuī,11,皿,上下,dol
盖,ɡài,11,皿,上下,ugl
盗,dào,11,皿,上下,uqwl
盘,pán,11,皿,上下,tel
盛,shènɡ,11,皿,上下,dnnl
眦,zì,11,目,左右,hhx
眭,suī,11,目,左右,hff
眯,mī,11,目,左右,ho
眵,chī,11,目,左右,hqq
眶,kuànɡ,11,目,左右,hag
眷,juàn,11,目,上下,udhf
眸,móu,11,目,左右,hcr
眺,tiào,11,目,左右,hiq
眼,yǎn,11,目,左右,hv
着,zhe,11,目,上下,udh
睁,zhēnɡ,11,目,左右,hqv
瞭,hóu,11,目,左右,hdui
矫,jiǎo,11,矢,左右,tdtj
硅,ɡuī,11,石,左右,dff
硌,ɡè,11,石,左右,dtk
硍,xiàn,11,石,独体,dvey
硎,xínɡ,11,石,左右,dgaj
硐,dònɡ,11,石,左右,dmg
硒,xī,11,石,左右,dsg
硕,shuò,11,石,左右,ddm
硖,xiá,11,石,左右,dguw
硗,qiāo,11,石,左右,dat
硙,wéi,11,石,左右,dmnn
硭,mánɡ,11,石,左右,day
票,piào,11,示,上下,sfiu
祭,jì,11,示,上下,wfi
祷,dǎo,11,礻,左右,pyd
祸,huò,11,礻,左右,pykw
秸,jiē,11,禾,左右,tfkg
移,yí,11,禾,左右,tqq
秽,huì,11,禾,左右,tmq
稌,tú,11,禾,独体,twty
窑,yáo,11,穴,上下,pwr
窒,zhì,11,穴,上下,pwg
窕,tiǎo,11,穴,上下,pwi
竟,jìnɡ,11,立,上下,ujq
章,zhānɡ,11,立,上下,ujj
笙,shēnɡ,11,竹,上下,ttgf
笛,dí,11,竹,上下,tmf
笞,chī,11,竹,上下,tck
笠,lì,11,竹,上下,tuf
笤,tiáo,11,竹,上下,tvk
笥,sì,11,竹,上下,tng
符,fú,11,竹,上下,twf
笨,bèn,11,竹,上下,tsg
笪,dá,11,竹,上下,tjgf
第,dì,11,竹,上下,tx
笮,zé,11,竹,上下,tth
笱,ɡǒu,11,竹,上下,tqk
笳,jiā,11,竹,上下,tlkf
笸,pǒ,11,竹,上下,takf
笺,jiān,11,竹,上下,tgr
笼,lónɡ,11,竹,上下,tdx
笾,biān,11,竹,上下,tlp
筇,qiónɡ,11,竹,上下,tab
筶,qū,11,竹,独体,ttfk
簕,lè,11,竹,上下,tafl
籥,kuì,11,竹,独体,twga
粒,lì,11,米,左右,oug
粕,pò,11,米,左右,org
粗,cū,11,米,左右,oe
粘,zhān,11,米,左右,oh
粜,tiào,11,米,上下,bmo
粝,lì,11,米,左右,odd
累,lèi,11,糸,上下,lx
绩,jì,11,纟,左右,xgm
绪,xù,11,纟,左右,xft
绫,línɡ,11,纟,左右,xfw
续,xù,11,纟,左右,xfn
绮,qǐ,11,纟,左右,xds
绯,fēi,11,纟,左右,xdjd
绰,chuō,11,纟,左右,xhj
绱,shànɡ,11,纟,左右,xim
绲,ɡǔn,11,纟,左右,xjx
