char,pinyin_main,strokes_modern,radical,structure,wubi
绳,shénɡ,11,纟,左右,xkjn
维,wéi,11,纟,左右,xwy
绵,mián,11,纟,左右,xr
绶,shòu,11,纟,左右,xep
绷,bēnɡ,11,纟,左右,xee
绸,chóu,11,纟,左右,xmf
绺,liǔ,11,纟,左右,xth
绻,quǎn,11,纟,左右,xudb
综,zōnɡ,11,纟,左右,xp
绽,zhàn,11,纟,左右,xpg
绾,wǎn,11,纟,左右,xpn
绿,lǜ,11,纟,左右,xv
缀,zhuì,11,纟,左右,xcc
缁,zī,11,纟,左右,xvl
羖,ɡuà,11,羊,独体,udmc
羚,línɡ,11,羊,左右,udwc
羝,dī,11,羊,左右,udq
羟,qiǎnɡ,11,羊,左右,udca
翊,yì,11,羽,左右,ung
翌,yì,11,羽,上下,nuf
翎,línɡ,11,羽,左右,wycn
耜,sì,11,耒,左右,din
耤,zōnɡ,11,耒,左右,diaj
耰,yōu,11,耒,独体,didt
聃,dān,11,耳,左右,bmfg
聆,línɡ,11,耳,左右,bwyc
聊,liáo,11,耳,左右,bqt
聋,lónɡ,11,耳,上下,dxb
职,zhí,11,耳,左右,bk
聍,nínɡ,11,耳,左右,bps
胬,nǔ,11,肉,上下,vcmw
脖,bó,11,月,左右,efp
脘,wǎn,11,月,左右,epf
脚,jiǎo,11,月,左右,efcb
脞,cuǒ,11,月,左右,eww
脟,liè,11,肉,独体,eefy
脬,pāo,11,月,左右,eeb
脯,pú,11,月,左右,ege
脱,tuō,11,月,左右,euk
脲,niào,11,月,左右,eni
脶,luó,11,月,左右,ekm
脸,liǎn,11,月,左右,ew
腯,dùn,11,肉,独体,erfh
舂,chōnɡ,11,臼,上下,dwv
舥,pā,11,舟,独体,tecn
舳,zhú,11,舟,左右,temg
舴,zé,11,舟,左右,tetf
舵,duò,11,舟,左右,tepx
舶,bó,11,舟,左右,ter
舷,xián,11,舟,左右,teyx
舸,ɡě,11,舟,左右,tes
船,chuán,11,舟,左右,temk
舻,lú,11,舟,左右,teh
艴,fú,11,色,左右,xjq
菀,wǎn,11,艹,上下,apqb
菁,jīnɡ,11,艹,上下,agef
菅,jiān,11,艹,上下,apnn
菇,ɡū,11,艹,上下,avd
菊,jú,11,艹,上下,aqo
菌,jūn,11,艹,上下,alt
菍,niè,11,艹,独体,awyn
菏,hé,11,艹,上下,ais
菔,fú,11,艹,上下,aebc
菖,chānɡ,11,艹,上下,ajjf
菘,sōnɡ,11,艹,上下,asw
菜,cài,11,艹,上下,ae
菝,bá,11,艹,上下,ard
菟,tú,11,艹,上下,aqky
菠,bō,11,艹,上下,aih
菡,hàn,11,艹,上下,abib
菥,xī,11,艹,上下,asr
菩,pú,11,艹,上下,auk
菪,dànɡ,11,艹,上下,apd
菰,ɡū,11,艹,上下,abr
菱,línɡ,11,艹,上下,afwt
菲,fēi,11,艹,上下,adj
菹,zū,11,艹,上下,aie
菼,tǎn,11,艹,独体,aoou
菽,shū,11,艹,上下,ahi
萁,qí,11,艹,上下,aadw
萃,cuì,11,艹,上下,ayw
萄,táo,11,艹,上下,aqr
萆,bì,11,艹,上下,art
萋,qī,11,艹,上下,agv
萌,ménɡ,11,艹,上下,aje
萍,pínɡ,11,艹,左右,aigh
萎,wěi,11,艹,上下,atv
萏,dàn,11,艹,上下,aqvf
萑,huán,11,艹,上下,awyf
萘,nai,11,艹,上下,adfi
萜,tiē,11,艹,上下,amhk
萝,luó,11,艹,上下,alq
萤,yínɡ,11,艹,上下,apj
营,yínɡ,11,艹,上下,apk
萦,yínɡ,11,艹,上下,apx
萧,xiāo,11,艹,上下,avi
萨,sà,11,艹,上下,abu
萸,yú,11,艹,上下,avw
著,zhù,11,艹,上下,aft
虚,xū,11,虍,包围,hao
蚯,qiū,11,虫,左右,jrgg
蚰,yóu,11,虫,左右,jmg
蚱,zhà,11,虫,左右,jthf
蚴,yòu,11,虫,左右,jxl
蚶,hān,11,虫,左右,jaf
蚺,rán,11,虫,左右,jmf
蛀,zhù,11,虫,左右,jyg
蛄,ɡū,11,虫,左右,jdg
蛆,qū,11,虫,左右,jegg
蛇,shé,11,虫,左右,jpx
蛉,línɡ,11,虫,左右,jwyc
蛊,ɡǔ,11,虫,上下,jlf
蛋,dàn,11,虫,上下,nhj
蛎,lì,11,虫,左右,jdd
蛏,chēnɡ,11,虫,左右,jcfg
蜎,yuān,11,虫,左右,jkeg
蜐,jié,11,虫,独体,jfcl
衅,xìn,11,血,左右,tlu
衔,xián,11,行,左右,tqf
袈,jiā,11,衣,上下,lky
袋,dài,11,衣,上下,waye
袤,mào,11,衣,上下,ycbe
袭,xí,11,衣,上下,dxy
袱,fú,11,衤,左右,puwd
袷,jiá,11,衤,左右,puwk
袼,ɡē,11,衤,左右,putk
裆,dānɡ,11,衤,左右,puiv
裈,kūn,11,衤,独体,pupl
裉,kèn,11,衤,左右,puve
襜,diē,11,衤,独体,puqy
觋,xí,11,见,左右,awwq
觖,jué,11,角,左右,qen
訚,yín,11,言,包围,uyd
谋,móu,11,讠,左右,yaf
谌,chén,11,讠,左右,yadn
谍,dié,11,讠,左右,yan
谎,huǎnɡ,11,讠,左右,yay
谏,jiàn,11,讠,左右,ygl
谐,xié,11,讠,左右,yxxr
谑,xuè,11,讠,左右,yha
谒,yè,11,讠,左右,yjq
谓,wèi,11,讠,左右,yle
谔,è,11,讠,左右,ykkn
谕,yù,11,讠,左右,ywgj
谖,xuān,11,讠,左右,yef
谗,chán,11,讠,左右,yqk
谙,ān,11,讠,左右,yuj
谚,yàn,11,讠,左右,yut
谛,dì,11,讠,左右,yuph
谜,mí,11,讠,左右,yopy
谝,piǎn,11,讠,左右,yyna
谞,xū,11,讠,左右,ynhe
豉,chǐ,11,豆,左右,gkuc
豚,tún,11,豕,左右,eey
象,xiànɡ,11,豕,上下,qje
赇,qiú,11,贝,左右,mfi
赈,zhèn,11,贝,左右,mdfe
赉,lài,11,贝,上下,gom
赊,shē,11,贝,左右,mwf
赦,shè,11,赤,左右,fot
赧,nǎn,11,赤,左右,fobc
趺,fū,11,足,左右,khf
趼,jiǎn,11,足,左右,khga
趾,zhǐ,11,足,左右,khh
跂,qí,11,足,左右,khfc
跃,yuè,11,足,左右,khtd
跄,qiānɡ,11,足,左右,khwb
距,jù,11,足,左右,kha
湑,xū,12,氵,独体,inhe
湓,pén,12,氵,左右,iwvl
湔,jiān,12,氵,左右,iue
湖,hú,12,氵,左右,ide
湘,xiānɡ,12,氵,左右,ishg
湛,zhàn,12,氵,左右,iad
湝,jiē,12,氵,独体,ixxr
湟,huánɡ,12,氵,左右,irgg
湣,mǐn,12,氵,左右,inaj
湫,qiū,12,氵,左右,itoy
湮,yān,12,氵,左右,isfg
湲,yuán,12,氵,独体,iefc
湾,wān,12,氵,左右,iyo
湿,shī,12,氵,左右,ijo
溃,kuì,12,氵,左右,ikh
溅,jiàn,12,氵,左右,imgt
溆,xù,12,氵,左右,iwtc
溇,lóu,12,氵,独体,iovg
溉,ɡài,12,氵,左右,ivc
溚,tǎ,12,氵,独体,iawk
溞,sāo,12,氵,独体,icyj
溠,zhà,12,氵,独体,iuda
溲,sōu,12,氵,左右,ivh
滁,chú,12,氵,左右,ibw
滆,ɡé,12,氵,独体,igkh
滋,zī,12,氵,左右,iux
滍,zhì,12,氵,独体,ibhj
滑,huá,12,氵,左右,ime
滘,jiào,12,氵,左右,ipwk
滞,zhì,12,氵,左右,igk
漖,jiào,12,氵,左右,iftt
漴,cháo,12,氵,独体,impi
潖,pá,12,氵,独体,iggc
潟,xì,12,氵,左右,ivqo
澛,lǔ,12,氵,独体,iqgj
炌,kài,12,火,独体,owjh
焙,bèi,12,火,左右,ouk
焚,fén,12,火,上下,sso
焜,kūn,12,火,左右,ojxx
焞,tūn,12,火,独体,oybg
焦,jiāo,12,灬,上下,wyo
焯,chāo,12,火,左右,ohj
焰,yàn,12,火,左右,oqv
焱,yàn,12,火,上下,ooou
然,rán,12,灬,上下,qd
煁,chén,12,火,独体,oadn
煓,tuān,12,火,独体,omdj
煮,zhǔ,12,灬,上下,ftjo
熜,zǒnɡ,12,火,左右,otln
爚,yuè,12,火,独体,owga
牌,pái,12,片,左右,thgf
牍,dú,12,片,左右,thgd
牚,chēnɡ,12,牙,上下,ipkt
犀,xī,12,牛,包围,nir
犄,jī,12,牜,左右,trd
犊,dú,12,牜,左右,trfd
犋,jù,12,牜,左右,trhw
犍,jiān,12,牜,左右,trv
猢,hú,12,犭,左右,qtde
猥,wěi,12,犭,左右,qtle
猩,xīnɡ,12,犭,左右,qtjg
猬,wèi,12,犭,左右,qtle
猯,tuān,12,犭,独体,qtmj
猰,yà,12,犭,独体,qtdd
猱,náo,12,犭,左右,qtcs
猴,hóu,12,犭,左右,qtw
猹,chá,12,犭,左右,qts
猾,huá,12,犭,左右,qtm
珷,wǔ,12,王,独体,ggah
琔,diàn,12,王,独体,gpgh
琚,jū,12,王,左右,gnd
琛,chēn,12,王,左右,gpw
琟,wéi,12,王,独体,gwyg
琢,zhuó,12,王,左右,gey
琥,hǔ,12,王,左右,gha
琦,qí,12,王,左右,gds
琨,kūn,12,王,左右,gjx
琪,qí,12,王,左右,gad
琬,wǎn,12,王,左右,gpq
琭,lù,12,王,独体,gviy
琮,cónɡ,12,王,左右,gpf
琯,ɡùn,12,王,独体,gpnn
琰,yǎn,12,王,左右,goo
琲,bèi,12,王,独体,gdjd
琳,lín,12,王,左右,gss
琴,qín,12,王,上下,ggw
琵,pí,12,王,上下,ggx
琶,pá,12,王,上下,ggc
琼,qiónɡ,12,王,左右,gyiy
瑂,méi,12,王,独体,gnhg
瑄,xuān,12,王,左右,gpgg
瑅,tí,12,王,独体,gjgh
瑖,duàn,12,王,独体,gwdc
瑛,yīnɡ,12,王,左右,gam
瑳,cuō,12,王,独体,guda
璥,jǐnɡ,12,王,独体,gaqt
璱,sè,12,王,独体,gggt
瓿,bù,12,瓦,左右,ukg
甥,shēnɡ,12,生,左右,tgll
甯,nínɡ,12,用,上下,pne
番,fān,12,田,上下,tol
畬,shē,12,田,上下,wtlf
畲,shē,12,田,上下,wfil
畴,chóu,12,田,左右,ldt
疏,shū,12,疋,左右,nhy
痘,dòu,12,疒,包围,ugku
痛,tònɡ,12,疒,包围,uce
痞,pǐ,12,疒,包围,ugi
痢,lì,12,疒,包围,utj
痣,zhì,12,疒,包围,ufni
痤,cuó,12,疒,左右,uww
痦,wù,12,疒,包围,ugkd
痧,shā,12,疒,包围,uii
痨,láo,12,疒,包围,uapl
痪,huàn,12,疒,包围,uqm
痫,xián,12,疒,包围,uus
登,dēnɡ,12,癶,上下,wgku
皓,hào,12,白,左右,rtfk
皖,wǎn,12,白,左右,rpf
皴,cūn,12,皮,左右,cwtc
睃,suō,12,目,左右,hcw
睄,shào,12,目,独体,hieg
睇,dì,12,目,左右,huxt
睐,lài,12,目,左右,hgo
睑,jiǎn,12,目,左右,hwgi
矞,yù,12,矛,上下,cbtk
矬,cuó,12,矢,左右,tdw
短,duǎn,12,矢,左右,tdg
硝,xiāo,12,石,左右,die
硪,wò,12,石,左右,dtr
硫,liú,12,石,左右,dyc
硬,yìnɡ,12,石,左右,dgj
确,què,12,石,左右,dqe
磏,yán,12,石,独体,duvo
磹,diàn,12,石,独体,dsjh
祺,qí,12,礻,左右,pya
祼,ɡuàn,12,礻,独体,pyjs
禄,lù,12,礻,左右,pyv
禅,chán,12,礻,左右,pyuf
禽,qín,12,忄,上下,wyb
稀,xī,12,禾,左右,tqd
稂,lánɡ,12,禾,左右,tyv
稃,fū,12,禾,左右,tebg
程,chénɡ,12,禾,左右,tkgg
稍,shāo,12,禾,左右,tie
税,shuì,12,禾,左右,tuk
稑,lù,12,禾,独体,tfwf
稙,zhì,12,禾,左右,tfhg
穜,dào,12,禾,独体,tujf
窖,jiào,12,穴,上下,pwtk
窗,chuānɡ,12,穴,上下,pwt
窘,jiǒnɡ,12,穴,上下,pwvk
窜,cuàn,12,穴,上下,pwk
窝,wō,12,穴,上下,pwkw
窣,sū,12,穴,上下,pwyf
竣,jùn,12,立,左右,ucw
童,tónɡ,12,立,上下,ujff
竦,sǒnɡ,12,立,左右,ugki
筀,guì,12,⺮,上下,tfff
筅,xiǎn,12,竹,上下,ttfq
等,děnɡ,12,竹,上下,tffu
筋,jīn,12,竹,上下,telb
筌,quán,12,竹,上下,twgf
筏,fá,12,竹,上下,twa
筐,kuānɡ,12,竹,上下,tag
筑,zhù,12,竹,上下,tam
筒,tǒnɡ,12,竹,上下,tmgk
答,dá,12,竹,上下,tw
策,cè,12,竹,上下,tgm
筘,kòu,12,竹,上下,trk
筚,bì,12,竹,上下,txxf
筛,shāi,12,竹,上下,tjgh
筜,dāng,12,⺮,上下,tivf
筝,zhēnɡ,12,竹,上下,tqvh
筦,ɡuǎn,12,⺮,上下,tpfq
筵,yàn,12,竹,上下,tthp
筼,yún,12,⺮,上下,tkmu
簃,yuè,12,竹,独体,ttqq
簰,pái,12,竹,独体,tthf
粞,xī,12,米,左右,osg
粟,sù,12,米,上下,sou
粢,zī,12,米,上下,uqwo
粤,yuè,12,米,上下,tlo
粥,zhōu,12,米,左右,xox
粪,fèn,12,米,上下,oawu
紫,zǐ,12,糸,上下,hxx
絜,jié,12,糸,上下,dhvi
絮,xù,12,糸,上下,vkx
絷,zhí,12,糸,上下,rvyi
缂,kè,12,纟,左右,xafh
缃,xiānɡ,12,纟,左右,xsh
缄,jiān,12,纟,左右,xdg
缅,miǎn,12,纟,左右,xdmd
缆,lǎn,12,纟,左右,xjt
缇,tí,12,纟,左右,xjg
缈,miǎo,12,纟,左右,xhi
缉,jī,12,纟,左右,xkb
缊,wēn,12,纟,左右,xjlg
缌,sī,12,纟,左右,xlny
缎,duàn,12,纟,左右,xwd
缐,xiàn,12,纟,独体,xriy
缑,ɡōu,12,纟,左右,xwn
缒,zhuì,12,纟,左右,xwnp
缓,huǎn,12,纟,左右,xef
缔,dì,12,纟,左右,xup
缕,lǚ,12,纟,左右,xov
编,biān,12,纟,左右,xyna
缗,mín,12,纟,左右,xna
缘,yuán,12,纟,左右,xxe
羓,fú,12,羊,独体,udcn
羡,xiàn,12,羊,上下,ugu
翔,xiánɡ,12,羽,左右,udng
翕,xī,12,羽,上下,wgkn
翘,qiào,12,羽,包围,atgn
翛,xiāo,12,羽,独体,whtn
耋,dié,12,聅,上下,ftxf
耠,huō,12,耒,左右,diw
聒,ɡuō,12,耳,左右,btd
联,lián,12,耳,左右,bu
脔,luán,12,肉,上下,yomw
脾,pí,12,月,左右,ert
腆,tiǎn,12,月,左右,ema
腈,jīnɡ,12,月,左右,egeg
腊,là,12,月,左右,eaj
腋,yè,12,月,左右,eywy
腌,yān,12,月,左右,edjn
腑,fǔ,12,月,左右,eyw
腒,jū,12,肉,独体,endg
腓,féi,12,月,左右,edjd
腔,qiānɡ,12,月,左右,epw
腕,wàn,12,月,左右,epq
腘,guó,12,肉,独体,elgy
腙,zōnɡ,12,月,左右,epfi
腚,dìnɡ,12,月,左右,epg
腱,jiàn,12,月,左右,evfp
腴,yú,12,月,左右,evw
膂,lǚ,12,月,上下,ytee
膙,jiǎnɡ,12,肉,独体,exkj
舄,xì,12,臼,上下,vqo
舒,shū,12,舌,左右,wfkb
舜,shùn,12,夕,上下,epqh
舾,xī,12,舟,左右,tesg
艅,yú,12,舟,左右,tewt
艇,tǐnɡ,12,舟,左右,tet
芠,wén,12,艹,独体,ayu
菉,lù,12,艹,独体,aviu
萚,tuò,12,艹,独体,arch
萩,jiāo,12,艹,上下,atou
萱,xuān,12,艹,上下,apgg
萹,biān,12,艹,独体,ayna
萼,è,12,艹,上下,akkn
落,luò,12,艹,上下,ait
葆,bǎo,12,艹,上下,awk
葎,lǜ,12,艹,独体,atvh
葑,fēnɡ,12,艹,上下,afff
葙,xiānɡ,12,艹,上下,ash
葚,shèn,12,艹,上下,aadn
葛,ɡě,12,艹,上下,ajq
葜,qiā,12,艹,上下,adhd
葡,pú,12,艹,上下,aqg
董,dǒnɡ,12,艹,上下,atg
葩,pā,12,艹,上下,arc
葫,hú,12,艹,上下,adef
葬,zànɡ,12,艹,上下,agq
葭,jiā,12,艹,上下,anhc
葰,suī,12,艹,独体,awct
葱,cōnɡ,12,艹,上下,aqrn
葳,wēi,12,艹,上下,adg
葵,kuí,12,艹,上下,awg
葶,tínɡ,12,艹,上下,ayp
葸,xǐ,12,艹,上下,alnu
葺,qì,12,艹,上下,akb
蒂,dì,12,艹,上下,aup
蒄,guān,12,艹,独体,apff
蒇,chǎn,12,艹,上下,admt
蒈,kǎi,12,艹,上下,axxr
蒉,kuì,12,艹,上下,akhm
蒋,jiǎnɡ,12,艹,上下,auq
蒌,lóu,12,艹,上下,ao
蒎,pai,12,艹,上下,air
蒐,sōu,12,艹,上下,arqc
蓂,yūn,12,艹,上下,apju
蓍,shī,12,艹,上下,aftj
虤,yán,12,虍,独体,hamm
蛐,qū,12,虫,左右,jma
蛑,móu,12,虫,左右,jcr
蛔,huí,12,虫,左右,jlk
蛘,yánɡ,12,虫,左右,jud
蛙,wā,12,虫,左右,jff
蛛,zhū,12,虫,左右,jri
蛞,kuò,12,虫,左右,jtdg
蛟,jiāo,12,虫,左右,juq
蛤,há,12,虫,左右,jw
蛩,qiónɡ,12,虫,上下,amyj
蛭,zhì,12,虫,左右,jgc
蛮,mán,12,虫,上下,yoj
蛰,zhé,12,虫,上下,rvyj
蛱,jiá,12,虫,左右,jgu
蛲,náo,12,虫,左右,jatq
蛳,sī,12,虫,左右,jjg
蛴,qí,12,虫,左右,jyj
蜒,yán,12,虫,左右,jthp
蜓,tínɡ,12,虫,左右,jtfp
街,jiē,12,行,左右,tffh
裁,cái,12,衣,包围,fay
裂,liè,12,衣,上下,gqje
装,zhuānɡ,12,衣,上下,ufy
裎,chénɡ,12,衤,左右,puk
裒,póu,12,衣,上下,yveu
裕,yù,12,衤,左右,puw
裙,qún,12,衤,左右,puvk
裢,lián,12,衤,左右,pul
裣,liǎn,12,衤,左右,puwi
裤,kù,12,衤,左右,puy
裥,jiǎn,12,衤,左右,puuj
褕,yú,12,衤,独体,puwj
襫,shì,12,衤,左右,pudj
覃,tán,12,覀,上下,sjj
觌,dí,12,见,左右,fnuq
觚,ɡū,12,角,左右,qer
觞,shānɡ,12,角,左右,qetr
詈,lì,12,言,上下,lyf
詟,zhé,12,讠,独体,dxyf
谟,mó,12,讠,左右,yaj
谠,dǎnɡ,12,讠,左右,yip
谡,sù,12,讠,左右,ylw
谢,xiè,12,讠,左右,ytm
谣,yáo,12,讠,左右,yer
谤,bànɡ,12,讠,左右,yup
谥,shì,12,讠,左右,yuw
谦,qiān,12,讠,左右,yuv
谧,mì,12,讠,左右,yntl
豮,fén,12,豕,独体,efam
貂,diāo,12,豸,左右,eev
赋,fù,12,贝,左右,mga
赌,dǔ,12,贝,左右,mftj
赍,jī,12,贝,上下,fww
赎,shú,12,贝,左右,mfn
赏,shǎnɡ,12,贝,上下,ipkm
赐,cì,12,贝,左右,mjq
赑,bì,12,贝,上下,mmmu
赒,zhōu,12,贝,左右,mmfk
赓,ɡēnɡ,12,贝,包围,yvwm
赔,péi,12,贝,左右,muk
赕,dǎn,12,贝,左右,moo
趁,chèn,12,走,包围,fhwe
趄,jū,12,走,包围,fhe
超,chāo,12,走,包围,fhv
越,yuè,12,走,包围,fha
趋,qū,12,走,包围,fhqv
跋,bá,12,足,左右,khdc
跌,diē,12,足,左右,khr
跎,tuó,12,足,左右,khpx
跏,jiā,12,足,左右,khlk
跑,pǎo,12,足,左右,khq
跖,zhí,12,足,左右,khdg
跗,fū,12,足,左右,khwf
跚,shān,12,足,左右,khmg
跛,bǒ,12,足,左右,khhc
跞,luò,12,足,左右,khqi
践,jiàn,12,足,左右,khg
溏,tánɡ,13,氵,左右,iyvk
源,yuán,13,氵,左右,idr
溘,kè,13,氵,左右,ifcl
溜,liū,13,氵,左右,iqyl
溟,mínɡ,13,氵,左右,ipju
溢,yì,13,氵,左右,iuw
溥,pǔ,13,氵,左右,igef
溦,wēi,13,氵,左右,imgt
溧,lì,13,氵,左右,issy
溪,xī,13,氵,左右,iex
溯,sù,13,氵,左右,iub
溱,qín,13,氵,左右,idw
溴,xiù,13,氵,左右,ithd
溶,rónɡ,13,氵,左右,ipwk
溷,hùn,13,氵,左右,iley
溹,suò,13,氵,独体,ifpi
溺,nì,13,氵,左右,ixu
溻,tā,13,氵,左右,ijn
溽,rù,13,氵,左右,idff
滂,pānɡ,13,氵,左右,iup
滃,wēng,13,氵,独体,iwcn
滇,diān,13,氵,左右,ifhw
滉,huànɡ,13,氵,独体,ijiq
滏,fǔ,13,氵,左右,iwq
滓,zǐ,13,氵,左右,ipu
滔,tāo,13,氵,左右,iev
滗,bì,13,氵,左右,itt
滚,ɡǔn,13,氵,左右,iuc
滟,yàn,13,氵,左右,idhc
滠,shè,13,氵,左右,ibc
满,mǎn,13,氵,左右,iagw
滢,yínɡ,13,氵,左右,iapy
滤,lǜ,13,氵,左右,iha
滥,làn,13,氵,左右,ijt
滦,luán,13,氵,左右,iyos
滨,bīn,13,氵,左右,ipr
滩,tān,13,氵,左右,icw
滪,yù,13,氵,独体,icbm
漓,lí,13,氵,左右,iybc
漠,mò,13,氵,左右,iaj
漭,mǎnɡ,13,氵,左右,iada
漷,huǒ,13,氵,左右,iybb
潩,yì,13,氵,独体,ilaw
澪,línɡ,13,氵,独体,ifwc
煅,duàn,13,火,左右,owd
煊,xuān,13,火,左右,opg
煌,huánɡ,13,火,左右,or
煎,jiān,13,灬,上下,uejo
煜,yù,13,火,左右,oju
煞,shà,13,灬,上下,qvt
煤,méi,13,火,左右,oa
煦,xù,13,灬,上下,jqko
照,zhào,13,灬,上下,jvko
煨,wēi,13,火,左右,olg
煲,bāo,13,火,上下,wkso
煳,hú,13,火,左右,odeg
煴,yūn,13,火,独体,ojlg
煸,biān,13,火,左右,oyna
煺,tuì,13,火,左右,ove
牒,dié,13,片,左右,thgs
犏,piān,13,牜,左右,trya
献,xiàn,13,犬,左右,fmud
猷,yóu,13,犬,左右,usgd
猿,yuán,13,犭,左右,qtfe
瑁,mào,13,王,左右,gjhg
瑕,xiá,13,王,左右,gnh
瑗,yuàn,13,王,左右,gefc
瑙,nǎo,13,王,左右,gvt
瑚,hú,13,王,左右,gde
瑜,yú,13,王,左右,gwg
瑞,ruì,13,王,左右,gmd
瑟,sè,13,王,上下,ggn
瑰,ɡuī,13,王,左右,grq
甄,zhēn,13,瓦,左右,sfgn
畸,jī,13,田,左右,lds
畹,wǎn,13,田,左右,lpq
痰,tán,13,疒,包围,uoo
痱,fèi,13,疒,包围,udjd
痴,chī,13,疒,包围,utdk
痹,bì,13,疒,包围,ulgj
痼,ɡù,13,疒,包围,uld
痿,wěi,13,疒,包围,utv
瘀,yū,13,疒,包围,uywu
瘁,cuì,13,疒,包围,uyw
瘃,zhú,13,疒,包围,uey
瘅,dān,13,疒,包围,uujf
瘆,shèn,13,疒,独体,ucde
瘐,yǔ,13,疒,包围,uvw
皙,xī,13,白,上下,srr
盟,ménɡ,13,皿,上下,jel
睚,yá,13,目,左右,hd
睛,jīnɡ,13,目,左右,hg
睡,shuì,13,目,左右,ht
睢,suī,13,目,左右,hwyg
督,dū,13,目,上下,hich
睥,pì,13,目,左右,hr
睦,mù,13,目,左右,hf
睨,nì,13,目,左右,hvq
睫,jié,13,目,左右,hgv
睬,cǎi,13,目,左右,hes
睹,dǔ,13,目,左右,hft
瞄,miáo,13,目,左右,hal
矮,ǎi,13,矢,左右,tdtv
硼,pénɡ,13,石,左右,dee
碇,dìnɡ,13,石,左右,dpgh
碈,mín,13,石,独体,dqaj
碉,diāo,13,石,左右,dmf
碌,lù,13,石,左右,dvi
碍,ài,13,石,左右,djg
碎,suì,13,石,左右,dyw
碏,què,13,石,独体,dajg
碑,bēi,13,石,左右,drt
碓,duì,13,石,左右,dwyg
碗,wǎn,13,石,左右,dpq
碘,diǎn,13,石,左右,dma
碚,bèi,13,石,左右,duk
碜,chěn,13,石,左右,dcd
碰,pènɡ,13,石,左右,duo
磜,xiá,13,石,独体,dwfi
禀,bǐnɡ,13,示,上下,ylki
禁,jìn,13,示,上下,ssf
禊,xì,13,礻,左右,pydd
福,fú,13,礻,左右,pyg
禔,zhī,13,礻,独体,pyjh
禘,dì,13,礻,独体,pyuh
稆,lǚ,13,禾,左右,tkk
稔,rěn,13,禾,左右,twyn
稗,bài,13,禾,左右,trtf
稚,zhì,13,禾,左右,twy
稞,kē,13,禾,左右,tjsy
稠,chóu,13,禾,左右,tmfk
稣,sū,13,禾,左右,qgty
穙,pú,13,禾,独体,togy
穟,yù,13,禾,独体,tuep
窟,kū,13,穴,上下,pwn
窠,kē,13,穴,上下,pwj
窥,kuī,13,穴,上下,pwfq
窦,dòu,13,穴,上下,pwfd
筠,jūn,13,竹,上下,tfqu
筢,pá,13,竹,上下,trc
筤,láng,13,竹,独体,tyve
筮,shì,13,竹,上下,taw
筱,xiǎo,13,竹,上下,twh
筲,shāo,13,竹,上下,tief
筷,kuài,13,竹,上下,tnn
筹,chóu,13,竹,上下,tdtf
筻,ɡànɡ,13,竹,上下,tgjq
签,qiān,13,竹,上下,twgi
简,jiǎn,13,竹,上下,tuj
箓,lù,13,⺮,上下,tviu
粮,liánɡ,13,米,左右,oyv
粱,liánɡ,13,米,上下,ivwo
粲,càn,13,米,上下,hqco
粳,jīnɡ,13,米,左右,ogj
縢,ténɡ,13,纟,独体,eudi
缙,jìn,13,纟,左右,xgoj
缚,fù,13,纟,左右,xge
缛,rù,13,纟,左右,xdff
缜,zhěn,13,纟,左右,xfh
缝,fénɡ,13,纟,左右,xtdp
缟,ɡǎo,13,纟,左右,xym
缠,chán,13,纟,左右,xyj
缡,lí,13,纟,左右,xyb
缢,yì,13,纟,左右,xuw
缣,jiān,13,纟,左右,xuv
缤,bīn,13,纟,左右,xpr
罨,yǎn,13,罒,上下,ldjn
罩,zhào,13,罒,上下,lhj
罪,zuì,13,罒,上下,ldj
置,zhì,13,罒,上下,lfhf
署,shǔ,13,罒,上下,lftj
群,qún,13,羊,左右,vtk
羧,suō,13,羊,左右,udct
耢,lào,13,耒,左右,dial
聘,pìn,13,耳,左右,bmg
肄,yì,13,聿,左右,xtdh
肆,sì,13,聿,左右,dv
腠,còu,13,月,左右,edw
腥,xīnɡ,13,月,左右,ejt
腧,shù,13,月,左右,ewgj
腨,shuàn,13,肉,独体,emdj
腩,nǎn,13,月,左右,efm
腭,è,13,月,左右,ekk
腮,sāi,13,月,左右,elny
腰,yāo,13,月,左右,esv
腹,fù,13,月,左右,etj
腺,xiàn,13,月,左右,eri
腻,nì,13,月,左右,eaf
腼,miǎn,13,月,左右,edmd
腽,wà,13,月,左右,ejl
腾,ténɡ,13,月,左右,eud
腿,tuǐ,13,月,左右,eve
舅,jiù,13,臼,上下,vl
艄,shāo,13,舟,左右,teie
艉,wěi,13,舟,左右,ten
蒗,lànɡ,13,艹,上下,aiye
蒙,ménɡ,13,艹,上下,apg
蒜,suàn,13,艹,上下,afi
蒟,jǔ,13,艹,上下,auqk
蒡,bànɡ,13,艹,上下,aupy
蒨,qiàn,13,艹,独体,awge
蒯,kuǎi,13,艹,左右,aeej
蒲,pú,13,艹,上下,aigy
蒴,shuò,13,艹,上下,aub
蒸,zhēnɡ,13,艹,上下,abi
蒹,jiān,13,艹,上下,auv
蒺,jí,13,艹,上下,aut
蒽,ēn,13,艹,上下,aldn
蒿,hāo,13,艹,上下,aym
蓁,zhēn,13,艹,上下,adwt
蓄,xù,13,艹,上下,ayx
蓉,rónɡ,13,艹,上下,apw
蓊,wěnɡ,13,艹,上下,awc
蓐,rù,13,艹,上下,adff
蓑,suō,13,艹,上下,ayk
